找到 1 个数据文件

开始处理 ../../data/raw/pubmed_incremental_2026-03-31.json ...
✗ 导入失败 Nociceptor-derived CGRP enhances dermal type I conventional : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060174360c7ba22cbcbef0b3ad5a364f1d5ffd4d534385b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A case of IgA nephropathy associated with vitiligo, primary : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242587b29ffad503120e12599c77431b8c9c6a5035b9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Increased anthralin irritation response in vitiliginous skin: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024260393b7aa1f5db1b5422a93dcfb04dc280f3f7f06', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Canthaxanthin retinopathy].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602426201320632cf1f6f6cd86ae22b2b545fc705bce15', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Epidermal grafting using the tops of suction blisters in the: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602426400d8b6629036fcd55e170152fff40cb90739bfd', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Corrective cosmetics-need, evaluation and use.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242659474f70d1995dfb4f017267c950669b0af1c839', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Occupational vitiligo due to unsuspected presence of phenoli: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242682d124c43c387314b34f4e9e457720e3398074a3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Total absence of eosinophils in a patient with chronic urtic: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024269967569214a203f8f1d91dd2684aad8194170e8e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Leukoderma punctata.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242718941531497079c912b7846ffe9243569d53781b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Corrective cosmetics adjunctive to the fields of ophthalmolo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242741ec2a974ffc08eb8a410ac7a7438c0049551a86', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Defective calcium uptake in keratinocyte cell cultures from : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602427600d1cf14ace2967aad8e4a3eaf61373d91caecc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Animal models of an acquired pigmentary disorder--vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242779edfe17761d7699bd2e54408390fbabd175ceff', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Vitiligo appearing after contact with mud containing solven: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024279966d4fff57f472cc97f9dc7178d7aa526996e05', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo as a reaction to topical treatment with diphencypro: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242824758a243061b974bfd13d0678393298de5f69c4', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Cupric ions and DOPA oxidase activity in melanocytes.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602428438b66449b687c949eb4a95d05286f1714352e56', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Ocular pathology in the minimally depigmented subline of the: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242863197c92d5eba9730d7777f7af88e86666610264', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Chronic active hepatitis associated with antiliver/kidney mi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242883120e722ada647b25616493a4b3c13697c13a5c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Prognostic significance of hypopigmentation in malignant mel: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602429047d66892265258d8a5511543a67713e2fad12f5', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Enhanced integumental and ocular amelanosis following the te: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242925081222809c6b24dcd35df0bef1acd71dc460a5', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Morphology of melanocytes in hair bulbs and eyes of vitiligo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242959e645a7ebc8dd03740e8d979685c0f6a07b2fe4', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Eosinophilic fasciitis (Shulman syndrome) in association wit: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060242980081222809c6b24dcd35df0bef1acd71d20f2f4', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Reaction of dendritic melanocytes in vitiligo to the substra: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024304910447dde57dfd944c0e0a8e8d78d061ebb09ce', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 8-Methoxypsoralen levels in blood of vitiligo patients and i: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243154c4dc4b915535437ad03877d2dfc54a0389592c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Alterations in cutaneous immune reactivity to dinitrofluorob: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243174a65bb9cc875deec710c23fb9efaa4f4b72595d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Repigmentation of stable leukoderma by autologous minigrafti: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024319497a1afc6d0f1d4c33b4bb521a275374fe7ee82', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Prevalence of autoimmune atrophic gastritis in vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243215e542ae8f7c04736102ead861a601340c63d9e3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Paget's bone disease, anaemia and vitiligo: a case report.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602432395c847dce3dfef19d8a8a6e4aeb40e68bfcd21f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanocyte autologous grafting for treatment of leukoderma.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602432590cea48c30fe52795b626c570501de4626c827d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatoglyphics in vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243280d45a4978a30a8e2955b6a7513cc3df34eab934', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Canthaxanthin.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243301d3dee51610d80a13248c0f1080a0915f161f1d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Uveitis associated with poliosis and vitiligo in six dogs.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243321d5207c26d0a58eb5efce990a189f397e170cb2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo in diabetes mellitus.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024334128a04e35a69bbadd2802274f74f3d7f039b972', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immunologic disorders of the skin and mucous membranes.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243366d4d4e90e61a92df7a6484f03dcba35d96f184a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Immunology and immunotherapy of human malignant melanoma.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602433868f75eea91fefcc6d6bceb8d282ed883c8862c1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Studies on vitiligo. I. Epidemiological profile in Calcutta,: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602434075630b2fa661ac131412e72f6bdd3759f76e226', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Diabetes mellitus and skin diseases in childhood.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243423b13991408299847dfa58bbf178e83767b2993f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo-related pigment cell differentiation antigens are e: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602434444cd12d9a65b304ac3863be401f462553b89a92', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Skin implants in vitiligo].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024346516478ce4a76ab7f920cf09c97d8a368fae9f44', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Phenylalanine and UVA light for the treatment of vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243485ccf5b8319d03f62f675ca8fce44c02e768cf5e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Safety and therapeutic effectiveness of 8-methoxypsoralen, 4: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243507af559081728f7c409f9049e42e5d0da8ddb0e9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Depigmentation of the male genitalia.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602435288e51dc06ab515804a61f8066ae6218c1a5cfa6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Expression of vitiligo antigen on a revertant line of hamste: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602435491759647e7543ede3d3e5e601fa3b6a5b360b1d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Treatment of vitiligo with oral methoxsalen and UVA.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243569646a82c201206d75cd5c6526847a4fd9591ec0', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Outdoor and office photochemotherapy of vitiligo: a comparis: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243589dd8ef7af441b125f2150dd3f48013f2a71bf80', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Diminished contact sensitivity response in vitiliginous skin: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243609071b8e0edac031ecb87fdc9a38ce70a9c253a9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Cutaneous achromia and malignant melanoma].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602436334d1a7bd4cdfcf1811296cf68db8d43d840928d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Malignant melanoma and vitiligo-like leukoderma: an electron: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243655593d1c183d006393a9c4d8ceacb21e14422375', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The occurrence of vitiligo after psoralens and ultraviolet a: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024367599133bc9568969fe2bce52869d519de27d766f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Phototoxicity from furocoumarins (psoralens) of Heracleum la: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602436913adda219b837fca9df57d728112300d146d3f5', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Abnormal tryptophan pyrrolase and amino acids related to mel: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243717d7aebdc22b756f3beceb07dc2954acf839e589', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Corneal and conjunctival effects of monobenzone in patients : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243737d4d4e90e61a92df7a6484f03dcba35d9ab3253', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A case of chronic urticaria and vitiligo, associated with th: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243757d3e54ebf5d2343d2942f37ab047ca4887f6b87', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Psoriasis and vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602437815630b2fa661ac131412e72f6bdd3759f561957', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo with an inflammatory erythema in Vogt-Koyanagi-Hara: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602438023b744fffeb88c418a31726ba8a0f731cd8eddd', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Alterations of the tryptophan--nicotinic acid metabolism in : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602438225c847dce3dfef19d8a8a6e4aeb40e68bd5dcd9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Distribution of serum proteins, red cell enzymes and haemogl: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024384277b7e892e9721221f8ca1a94f85371e5ba03f6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Epidermoid carcinoma of the gingiva: a possible relationship: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024386279609f635ffd59ab0fa8e98eb6ee3e2778b313', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Serum levels of trimethylpsoralen after oral administration.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243880ff781e266eabae48216cd9eb901c8b978f694b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Incidence of male genital vitiligo. Report of a screening pr: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243902134a33f22921f0bc01c0430890f5ffa34517a3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Anti-pigment-cell factors and mucocutaneous candidiasis.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602439191e2d559cd4e4627566317af26375c2f69d7b9b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Progressive spastic paraparesis, vitiligo, premature graying: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243938f6bbcadc5ac62a9c6cfd677b3d4138151e4cbb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 A new apparatus with high radiation energy between 320-460 n: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060243958aea5fee87b010bcac9003aebbfebfd81dbebb3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vogt-Koyanagi-Harada syndrome in siblings (with a brief revi: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602439834e907dae862d8462a9d84f058f87472e6e5683', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Perioral leukoderma simulating vitiligo from use of a toothp: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506024400204294245a7216c83957935f5a9394e3b2a9abb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Malignant melanoma, leukoderma and vitiligo].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244022a9822f5984ada09e0bce0c05fc60a4273ad4ed', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Halo nevi and vitiligoid phenomena in a case of melanoma].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602440460d8b6629036fcd55e170152fff40cb90c11e7d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Determination of 8-methoxypsoralen in plasma by scanning flu: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244064c74f56d5c7946375a459cfa18fafa096a9500b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Melanoma specific protein: occurrence in the urine of patien: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244081d7af947c1ba7087bbc51da73d8efb12cb51451', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Alopecia areata and trisomy 21. About 2 cases (author's tra: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602441012d63eac1fb1ea62df44fceb4e78e820a3e7272', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 T and B lymphocytes in vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244119ea2f555e4fbffd64aed47d8c02ef9eb3b7c11c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 An unusual case of the Capgras syndrome.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244139c57e78ec35a4c62cb30347d58d08558f311349', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Photoepicutaneous testing. UV-induced protection against pho: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602441635c847dce3dfef19d8a8a6e4aeb40e68b72d373', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Monobenzylether of hydroquinone. A retrospective study of tr: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244184d64c75fbaa5981adc97406384c9687654f5334', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Verrucous malignant melanoma (spontaneous regression and si: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244205fc7f2e2801525835f1d88040ce37a813a553eb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Occupational dermatitis due to inhalation and ingestion].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244225b2d574b8a133720ef9fae8eba78adee9442728', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Association of ABO blood groups and vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244247941531497079c912b7846ffe9243569ddb65d4', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Hypertrophic protein-losing gastropathy and vitiligo. Report: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244268edfe17761d7699bd2e54408390fbabd19e0674', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Perilesional vitiligo in melanoma.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244288ed36e414884cda3f1f4a934ca6621dbb5c27ee', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 8-methoxypsoralen and UVA promote sister-chromatid exchanges: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244311b556cf4da499f5769ee5b78217b3f91aead3e1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The treatment of hypermelanosis with 4-isopropylcatechol.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244329fcaf69e354b9959077c8dee8e8ff31e047b7a2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo associated with regional enteritis.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602443456e916b20f08b90979f4a102d9d1839f86a38b6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Factors influencing methoxsalen phototoxicity in vitiliginou: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602443647e77ed289647c83a4aab1892556246c5548d16', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The tyrosinases of normal and diseased human skin (naevi, ma: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244384dd742fe08f96381a9e3cd447cf1b9ac3d465e6', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Vitiliginous depigmentation, liver and splenic lesions and : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060244405e542ae8f7c04736102ead861a601340c570268', 'param': '', 'type': 'Not Found'}}
